### MNXref Version 18/02/2013 ###
#
#FILE:	comp_xref.tsv
#
#RESOURCE:	The Gene Ontology
#PREFIX:	go
#URL:	http://www.geneontology.org
#VERSION:	09/06/2012
#LICENSE:	The GO Consortium gives permission for any of its products to be used 
#	without license for any purpose under three conditions: 
#	 1- That the Gene Ontology Consortium is clearly acknowledged as the source of 
#	the product; 
#	 2- That any GO Consortium file(s) displayed publicly include the date(s) and/or 
#	version number(s) of the relevant GO file(s) (the GO is evolving and changes will 
#	occur with time); 
#	 3- That neither the content of the GO file(s) nor the logical relationships embedded 
#	within the GO file(s) be altered in any way. 
#	(http://www.geneontology.org/GO.cite.shtml) 
#
#RESOURCE:	The Cell Component Ontology
#PREFIX:	cco
#URL:	http://bioinformatics.ai.sri.com/CCO/
#VERSION:	Version 16.5
#LICENSE:	MetaCyc data are free and open for all users. 
#	(http://biocyc.org/download.shtml) 
#
#RESOURCE:	BiGG
#PREFIX:	bigg
#URL:	http://bigg.ucsd.edu
#VERSION:	10/12/2012
#LICENSE:	Permission to use, copy, modify and distribute any part of this BiGG Database 
#	for educational, research and non-profit purposes, without fee, and without a 
#	written agreement is granted, provided that the above copyright notice, this paragraph 
#	and the following three paragraphs appear in all copies. 
#	Those desiring to incorporate this BiGG database into commercial products or use 
#	for commercial purposes should contact the Technology Transfer & Intellectual 
#	Property Services, University of California, San Diego, 9500 Gilman Drive, Mail 
#	Code 0910, La Jolla, CA 92093-0910, Ph: (858) 534-5815, FAX: (858) 534-7345, e-mail:invent@ucsd.edu. 
#	IN NO EVENT SHALL THE UNIVERSITY OF CALIFORNIA BE LIABLE TO ANY PARTY FOR DIRECT, 
#	INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, 
#	ARISING OUT OF THE USE OF THIS BIGG DATABASE, EVEN IF THE UNIVERSITY OF CALIFORNIA 
#	HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
#	THE BIGG DATABASE PROVIDED HEREIN IS ON AN "AS IS" BASIS, AND THE UNIVERSITY OF 
#	CALIFORNIA HAS NO OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, 
#	OR MODIFICATIONS. THE UNIVERSITY OF CALIFORNIA MAKES NO REPRESENTATIONS AND EXTENDS 
#	NO WARRANTIES OF ANY KIND, EITHER IMPLIED OR EXPRESS, INCLUDING, BUT NOT LIMITED 
#	TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE, 
#	OR THAT THE USE OF THE BIGG DATABASE WILL NOT INFRINGE ANY PATENT, TRADEMARK OR 
#	OTHER RIGHTS. 
#	(http://bigg.ucsd.edu/) 
#
#
#XREF	MNX_ID	Description
go:0035649	MNXC1	Nrd1 complex
go:0035657	MNXC1	eRF1 methyltransferase complex|eRF1 MTase complex
go:0035658	MNXC3	Mon1-Ccz1 complex
go:0035686	MNXC28	flagellar fibrous sheath|flagellum fibrous sheath
go:0035692	MNXC1	macrophage migration inhibitory factor receptor complex
go:0035693	MNXC1	NOS2-CD74 complex
go:0035748	MNXC1	myelin sheath abaxonal region
go:0035749	MNXC1	myelin sheath adaxonal region
go:0035770	MNXC3	ribonucleoprotein granule|mRNP granule|RNP granule
go:0035792	MNXC2	other organism postsynaptic membrane
go:0035796	MNXC1	ATP-binding cassette (ABC) transporter complex, transmembrane substrate-binding subunit-containing|ATP-binding cassette (ABC) transporter complex, ECF-type|energy-coupling factor transporter|energy coupling factor (ECF)-type ABC transporter
go:0035805	MNXC1	egg coat
go:0035808	MNXC6	meiotic recombination initiation complex
go:0035838	MNXC1	growing cell tip|growing cell end
go:0035839	MNXC1	non-growing cell tip|non-growing cell end
go:0035840	MNXC1	old growing cell tip|old growing cell end
go:0035841	MNXC1	new growing cell tip|post-NETO new cell tip|post-new end take-off new cell tip|post-NETO new cell end|new cell tip after activation of bipolar cell growth
go:0035842	MNXC1	old cell tip after activation of bipolar cell growth|post-new end take-off old cell tip|post-NETO old cell tip|post-NETO old cell end
go:0035843	MNXC6	endonuclear canal
go:0035859	MNXC1	Seh1-associated complex|SEA complex
go:0035861	MNXC1	site of double-strand break|site of DSB
go:0035866	MNXC20	alphav-beta3 integrin-PKCalpha complex|alphav-beta3 integrin-PKCa complex|alphav-beta3 integrin-protein kinase C alpha complex
go:0035867	MNXC20	alphav-beta3 integrin-IGF-1-IGF1R complex
go:0035868	MNXC20	alphav-beta3 integrin-HMGB1 complex|alphaV-beta3 integrin-HMGB1 complex|alphav-beta3 integrin-high mobility group box 1 complex
go:0035869	MNXC1	ciliary transition zone
go:0035974	MNXC3	meiotic spindle pole body
go:0035976	MNXC6	AP1 complex|transcription factor AP-1 complex|AP-1 complex|Activating protein 1 complex|transcription factor AP1 complex
go:0035985	MNXC1	senescence-associated heterochromatin focus|SAHF|senescence-associated heterochromatin foci
go:0035996	MNXC1	rhabdomere microvillus
go:0035997	MNXC20	rhabdomere microvillus membrane
go:0036000	MNXC3	mucocyst
go:0036007	MNXC3	scintillon
go:0036012	MNXC18	cyanelle inner membrane|cyanelle inner envelope membrane
go:0036013	MNXC21	cyanelle outer membrane
go:0036014	MNXC18	cyanelle intermembrane space|cyanelle periplasm|cyanelle envelope lumen
go:0036019	MNXC17	endolysosome
go:0036020	MNXC17	endolysosome membrane|endolysosomal membrane
go:0036021	MNXC17	endolysosome lumen|endolysosomal lumen
go:0036024	MNXC1	protein C inhibitor-TMPRSS7 complex|serpin A5-TMPRSS7 complex|plasma serine protease inhibitor-TMPRSS7 complex|PCI-TMPRSS7 complex|protein C inhibitor-transmembrane protease serine 7 complex|SERPINA5-TMPRSS7 complex|protein C inhibitor-matriptase-3 complex
go:0036025	MNXC1	protein C inhibitor-TMPRSS11E complex|plasma serine protease inhibitor-TMPRSS11E complex|PCI-TMPRSS11E complex|serpin A5-TMPRSS11E complex|protein C inhibitor-transmembrane protease serine 11E complex|SERPINA5-TMPRSS11E complex
go:0036026	MNXC1	protein C inhibitor-PLAT complex|plasma serine protease inhibitor-PLAT complex|protein C inhibitor-tPA complex|serpin A5-PLAT complex|protein C inhibitor-tissue-type plasminogen activator complex|SERPINA5-PLAT complex|PCI-PLAT complex
go:0036027	MNXC1	protein C inhibitor-PLAU complex|serpin A5-PLAU complex|plasma serine protease inhibitor-PLAU complex|protein C inhibitor-U-plasminogen activator complex|PCI-PLAU complex|SERPINA5-PLAU complex|protein C inhibitor-urokinase-type plasminogen activator complex|protein C inhibitor-uPA complex
go:0036028	MNXC1	protein C inhibitor-thrombin complex|plasma serine protease inhibitor-thrombin complex|protein C inhibitor-coagulation factor II complex|serpin A5-thrombin complex|SERPINA5-thrombin complex|PCI-thrombin complex|protein C inhibitor-F2 complex
go:0036029	MNXC1	protein C inhibitor-KLK3 complex|protein C inhibitor-prostate-specific antigen complex|protein C inhibitor-kallikrein-3 complex|SERPINA5-KLK3 complex|plasma serine protease inhibitor-KLK3 complex|PCI-KLK3 complex|serpin A5-KLK3 complex
go:0036030	MNXC1	protein C inhibitor-plasma kallikrein complex|protein C inhibitor-KLKB1 complex|SERPINA5-plasma kallikrein complex|plasma serine protease inhibitor-plasma kallikrein complex|serpin A5-plasma kallikrein complex|PCI-plasma kallikrein complex
go:0036038	MNXC1	TCTN-B9D complex
go:0036043	MNXC1	microspike
go:0036053	MNXC1	glomerular endothelium fenestra|GEnC fenestration|glomerular endothelial cell fenestration
go:0036056	MNXC1	filtration diaphragm
go:0036057	MNXC1	slit diaphragm
go:0036062	MNXC1	presynaptic periactive zone|periactive zone
go:0036063	MNXC15	acroblast|spermatid acroblast
go:0036064	MNXC3	cilium basal body|ciliary basal body
go:0036087	MNXC1	glutathione synthase complex|glutathione synthetase complex
go:0036117	MNXC2	hyaluranon cable|HA cable
go:0036125	MNXC1	fatty acid beta-oxidation multienzyme complex
go:0036126	MNXC28	sperm flagellum|sperm tail
go:0036128	MNXC20	CatSper complex|CATSPER channel|CatSper channel complex
go:0036156	MNXC1	inner dynein arm|inner dynein arm complex
go:0036157	MNXC1	outer dynein arm|outer dynein arm complex
go:0036186	MNXC3	early phagosome membrane|early phagocytic vesicle membrane
go:0036194	MNXC1	muscle cell projection|myocyte projection
go:0036195	MNXC20	muscle cell projection membrane
go:0036224	MNXC6	pairing center|homolog recognition region
go:0036240	MNXC19	septal periplasm|cell wall-enclosed septal periplasm
go:0038037	MNXC1	G-protein coupled receptor dimeric complex|G-protein coupled receptor dimer|GPCR dimer
go:0038038	MNXC1	G-protein coupled receptor homodimeric complex|G-protein coupled receptor homodimer|GPCR homodimer
go:0038039	MNXC1	G-protein coupled receptor heterodimeric complex|G-protein coupled receptor heterodimer|GPCR heterodimer
go:0038045	MNXC1	large latent transforming growth factor-beta complex|LLC|large latent complex
go:0038059	MNXC1	IKKalpha-IKKalpha complex|IKKalpha homodimeric complex|IKKalpha-IKKalpha protein complex|IkappaB kinase-alpha homodimer|IKKalpha homodimer|IkappaB kinase alpha homodimer
go:0038104	MNXC1	nodal receptor complex
go:0038139	MNXC20	ERBB4-EGFR complex|EGFR-ERBB4 complex|ERBB4:EGFR heterodimer
go:0038140	MNXC20	ERBB4-ERBB3 complex|ERBB3-ERBB4 complex|ERBB4:ERBB3 heterodimer
go:0038141	MNXC20	ERBB4-ERBB4 complex|ERBB4 homodimer
go:0038142	MNXC20	EGFR:ERBB2 complex
go:0038143	MNXC20	ERBB3:ERBB2 complex
go:0038144	MNXC20	ERBB4:ERBB2 complex
go:0042022	MNXC20	interleukin-12 receptor complex|IL-12 receptor complex
go:0042025	MNXC2	host cell nucleus
go:0042101	MNXC20	T cell receptor complex|T-lymphocyte receptor complex|T lymphocyte receptor complex|T-cell receptor complex
go:0042105	MNXC20	alpha-beta T cell receptor complex|alpha-beta TCR complex|alpha-beta T-lymphocyte receptor complex|alpha-beta T-cell receptor complex|alpha-beta T lymphocyte receptor complex
go:0042106	MNXC20	gamma-delta T cell receptor complex|gamma-delta T lymphocyte receptor complex|gamma-delta T-lymphocyte receptor complex|gamma-delta TCR complex|gamma-delta T-cell receptor complex
go:0042151	MNXC3	nematocyst|cnidocyst
go:0042170	MNXC18	plastid membrane
go:0042175	MNXC1	nuclear outer membrane-endoplasmic reticulum membrane network|nuclear membrane-ER network|nuclear membrane-endoplasmic reticulum continuum
go:0042272	MNXC6	nuclear RNA export factor complex|TAP-p15 complex|NXF1-NXT1 complex|Mex67-Mtr2 complex
go:0042382	MNXC6	paraspeckles
go:0042383	MNXC20	sarcolemma
go:0042385	MNXC1	myosin III complex
go:0042405	MNXC6	nuclear inclusion body
go:0042406	MNXC12	extrinsic to endoplasmic reticulum membrane|extrinsic to ER membrane
go:0042470	MNXC3	melanosome
go:0042555	MNXC6	MCM complex|mini-chromosome maintenance complex
go:0042563	MNXC1	importin alpha-subunit nuclear export complex
go:0042564	MNXC1	NLS-dependent protein nuclear import complex
go:0042565	MNXC1	RNA nuclear export complex
go:0042566	MNXC3	hydrogenosome
go:0042567	MNXC2	insulin-like growth factor ternary complex|IGF ternary complex
go:0042568	MNXC2	insulin-like growth factor binary complex|IGF binary complex
go:0042571	MNXC2	immunoglobulin complex, circulating|antibody
go:0042575	MNXC1	DNA polymerase complex
go:0042579	MNXC3	microbody
go:0042580	MNXC13	mannosome
go:0042581	MNXC3	specific granule|secondary granule
go:0042582	MNXC17	azurophil granule|primary granule
go:0042583	MNXC3	chromaffin granule
go:0042584	MNXC3	chromaffin granule membrane
go:0042585	MNXC6	germinal vesicle|primary oocyte nucleus
go:0042587	MNXC3	glycogen granule|glycogen particle
go:0042588	MNXC3	zymogen granule
go:0042589	MNXC3	zymogen granule membrane
go:0042597	MNXC19	periplasmic space|periplasm
go:0042598	MNXC1	vesicular fraction
go:0042599	MNXC3	lamellar body|membrane-coating granule|lamellar granule
go:0042600	MNXC1	chorion
go:0042601	MNXC1	endospore-forming forespore
go:0042603	MNXC1	capsule
go:0042611	MNXC20	MHC protein complex
go:0042612	MNXC20	MHC class I protein complex
go:0042613	MNXC20	MHC class II protein complex
go:0042622	MNXC1	photoreceptor outer segment membrane
go:0042627	MNXC2	chylomicron
go:0042629	MNXC17	mast cell granule
go:0042641	MNXC1	actomyosin|actomyosin complex|actomyosin structure
go:0042642	MNXC1	actomyosin, myosin complex part
go:0042643	MNXC1	actomyosin, actin part
go:0042644	MNXC8	chloroplast nucleoid
go:0042645	MNXC4	mitochondrial nucleoid
go:0042646	MNXC18	plastid nucleoid
go:0042647	MNXC18	proplastid nucleoid
go:0042648	MNXC8	chloroplast chromosome
go:0042649	MNXC18	prothylakoid
go:0042650	MNXC18	prothylakoid membrane
go:0042651	MNXC1	thylakoid membrane
go:0042652	MNXC5	mitochondrial respiratory chain complex I, peripheral segment
go:0042653	MNXC5	mitochondrial respiratory chain complex I, membrane segment
go:0042709	MNXC3	succinate-CoA ligase complex
go:0042716	MNXC3	plasma membrane-derived chromatophore
go:0042717	MNXC3	plasma membrane-derived chromatophore membrane
go:0042718	MNXC3	yolk granule
go:0042719	MNXC4	mitochondrial intermembrane space protein transporter complex
go:0042720	MNXC5	mitochondrial inner membrane peptidase complex
go:0042721	MNXC5	mitochondrial inner membrane protein insertion complex
go:0042729	MNXC6	DASH complex|condensed nuclear chromosome kinetochore-associated DASH complex|DDD complex|Duo1p-Dam1p-Dad1p complex|Dam1 complex
go:0042734	MNXC1	presynaptic membrane
go:0042735	MNXC3	protein body
go:0042757	MNXC1	giant axon
go:0042763	MNXC1	intracellular immature spore
go:0042764	MNXC1	ascospore-type prospore
go:0042765	MNXC11	GPI-anchor transamidase complex|GPIT complex
go:0042788	MNXC3	polysomal ribosome
go:0042807	MNXC9	central vacuole
go:0042824	MNXC11	MHC class I peptide loading complex
go:0042825	MNXC11	TAP complex|transporter associated with antigen presentation
go:0042827	MNXC3	platelet dense granule|platelet dense body|bull's eye body
go:0042995	MNXC1	cell projection|cellular projection
go:0043005	MNXC1	neuron projection|neuronal cell projection|neuron protrusion|neuron process
go:0043020	MNXC20	NADPH oxidase complex
go:0043025	MNXC1	neuronal cell body|neuronal cell soma|neuron cell body
go:0043033	MNXC1	isoamylase complex
go:0043034	MNXC3	costamere
go:0043036	MNXC18	starch grain|starch granule
go:0043073	MNXC6	germ cell nucleus|germ-cell nucleus
go:0043075	MNXC1	sperm cell nucleus (sensu Magnoliophyta)|pollen germ-cell nucleus|pollen germ cell nucleus
go:0043076	MNXC6	megasporocyte nucleus|megaspore mother cell nucleus
go:0043078	MNXC6	polar nucleus
go:0043079	MNXC6	antipodal cell nucleus
go:0043082	MNXC6	megagametophyte egg cell nucleus
go:0043083	MNXC1	synaptic cleft
go:0043159	MNXC9	acrosomal matrix
go:0043160	MNXC17	acrosomal lumen
go:0043186	MNXC3	P granule|germline granule|polar granule
go:0043187	MNXC1	cell septum surface
go:0043188	MNXC22	cell septum edging
go:0043189	MNXC6	H4/H2A histone acetyltransferase complex|H4/H2A HAT complex
go:0043190	MNXC1	ATP-binding cassette (ABC) transporter complex
go:0043194	MNXC1	initial segment
go:0043195	MNXC1	terminal button|presynaptic bouton|bouton|terminal bouton|synaptic bouton
go:0043196	MNXC1	varicosity
go:0043197	MNXC1	dendritic spine|dendrite spine
go:0043198	MNXC1	dendritic shaft
go:0043202	MNXC17	lysosomal lumen
go:0043203	MNXC1	axon hillock
go:0043204	MNXC1	perikaryon
go:0043205	MNXC1	fibril
go:0043209	MNXC1	myelin sheath|Schwann Cell Myelin Sheath
go:0043218	MNXC1	compact myelin|Schwann Cell Compact Myelin
go:0043219	MNXC1	lateral loop
go:0043220	MNXC1	Schmidt-Lanterman incisure|Schmidt-Lanterman cleft
go:0043223	MNXC3	cytoplasmic SCF ubiquitin ligase complex|cytoplasmic Skp1/Cul1/F-box protein complex|cytoplasmic SCF complex|cytoplasmic cullin complex
go:0043224	MNXC6	nuclear SCF ubiquitin ligase complex|nuclear Skp1/Cul1/F-box protein complex|nuclear SCF complex|nuclear cullin complex
go:0043226	MNXC1	organelle
go:0043227	MNXC1	membrane-bounded organelle|membrane-enclosed organelle
go:0043228	MNXC1	non-membrane-bounded organelle|non-membrane-enclosed organelle
go:0043229	MNXC1	intracellular organelle
go:0043230	MNXC2	extracellular organelle
go:0043231	MNXC1	intracellular membrane-bounded organelle|intracellular membrane-enclosed organelle
go:0043232	MNXC1	intracellular non-membrane-bounded organelle|intracellular non-membrane-enclosed organelle
go:0043233	MNXC1	organelle lumen
go:0043234	MNXC1	protein complex|protein-protein complex
go:0043235	MNXC1	receptor complex
go:0043240	MNXC6	Fanconi anaemia nuclear complex|FA nuclear complex|Fanconi anaemia complex|FA core complex|FA complex
go:0043245	MNXC2	extraorganismal space
go:0043246	MNXC17	megasome
go:0043253	MNXC8	chloroplast ribosome
go:0043256	MNXC1	laminin complex
go:0043257	MNXC1	laminin-8 complex
go:0043258	MNXC1	laminin-9 complex
go:0043259	MNXC1	laminin-10 complex
go:0043260	MNXC1	laminin-11 complex
go:0043261	MNXC1	laminin-12 complex
go:0043263	MNXC2	cellulosome
go:0043264	MNXC2	extracellular non-membrane-bounded organelle|extracellular non-membrane-enclosed organelle
go:0043265	MNXC3	ectoplasm
go:0043291	MNXC3	RAVE complex
go:0043292	MNXC3	contractile fiber|contractile fibre
go:0043293	MNXC3	apoptosome
go:0043294	MNXC4	mitochondrial glutamate synthase complex (NADH)
go:0043296	MNXC20	apical junction complex|apical cell junction complex
go:0043332	MNXC1	mating projection tip
go:0043384	MNXC20	pre-T cell receptor complex|pre-T-lymphocyte receptor complex|pre-TCR complex|pre-T lymphocyte receptor complex|pre-T-cell receptor complex
go:0043493	MNXC1	phage terminase complex
go:0043494	MNXC1	CLRC ubiquitin ligase complex|Rik1-E3 ubiquitin ligase complex|Rik1 E3 ubiquitin ligase complex|CLRC complex|Clr4-Rik1-Cul4 complex
go:0043505	MNXC1	centromere-specific nucleosome|centromere specific nucleosome|centromeric nucleosome
go:0043509	MNXC2	activin A complex
go:0043510	MNXC2	activin B complex
go:0043511	MNXC2	inhibin complex
go:0043512	MNXC2	inhibin A complex
go:0043513	MNXC2	inhibin B complex
go:0043514	MNXC2	interleukin-12 complex|IL-12 complex
go:0043527	MNXC3	tRNA methyltransferase complex
go:0043528	MNXC3	tRNA (m2G10) methyltransferase complex
go:0043529	MNXC11	GET complex|Golgi to ER Traffic complex
go:0043540	MNXC3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 complex
go:0043541	MNXC12	UDP-N-acetylglucosamine transferase complex
go:0043564	MNXC6	Ku70:Ku80 complex|Ku70:Ku80 heterodimer
go:0043590	MNXC1	bacterial nucleoid
go:0043591	MNXC22	endospore external encapsulating structure|endospore wall|peptidoglycan-based spore wall
go:0043592	MNXC22	exosporium
go:0043593	MNXC22	endospore coat
go:0043594	MNXC21	outer endospore membrane
go:0043595	MNXC22	endospore cortex
go:0043596	MNXC6	nuclear replication fork
go:0043597	MNXC3	cytoplasmic replication fork
go:0043598	MNXC3	cytoplasmic DNA replication factor C complex
go:0043599	MNXC6	nuclear DNA replication factor C complex
go:0043600	MNXC3	cytoplasmic replisome
go:0043601	MNXC6	nuclear replisome
go:0043614	MNXC3	multi-eIF complex|multifactor translation initiation factor (eIF) complex
go:0043625	MNXC6	delta DNA polymerase complex|delta-DNA polymerase complex
go:0043626	MNXC1	PCNA complex|PCNA homotrimer|proliferating cell nuclear antigen complex
go:0043655	MNXC2	extracellular space of host|host extracellular space
go:0043656	MNXC2	intracellular region of host|host intracellular
go:0043657	MNXC2	host cell
go:0043658	MNXC2	host symbiosome
go:0043659	MNXC3	symbiosome
go:0043660	MNXC3	bacteroid-containing symbiosome
go:0043661	MNXC3	peribacteroid membrane
go:0043662	MNXC3	peribacteroid fluid
go:0043663	MNXC2	host bacteroid-containing symbiosome
go:0043664	MNXC2	host peribacteroid membrane
go:0043665	MNXC2	host peribacteroid fluid
go:0043667	MNXC1	pollen wall|microspore wall
go:0043668	MNXC1	exine
go:0043669	MNXC1	ectexine
go:0043670	MNXC1	foot layer|nexine 1
go:0043671	MNXC1	endexine
go:0043672	MNXC1	nexine
go:0043673	MNXC1	sexine
go:0043674	MNXC1	columella|sexine 1
go:0043675	MNXC1	sculpture element
go:0043676	MNXC1	tectum|sexine 2
go:0043677	MNXC1	germination pore|germ pore
go:0043678	MNXC1	intine
go:0043679	MNXC1	axon terminus|nerve ending|axon terminal
go:0043680	MNXC22	filiform apparatus
go:0043684	MNXC1	type IV secretion system complex|T4SS complex
go:0043698	MNXC3	iridosome|reflecting platelet
go:0043699	MNXC3	leucosome|refractosome
go:0043700	MNXC3	pterinosome
go:0043701	MNXC3	cyanosome
go:0043702	MNXC3	carotenoid vesicle
go:0043769	MNXC1	Tpg-containing telomere binding complex
go:0043845	MNXC1	DNA polymerase III, proofreading complex|DNA polymerase III, proof-reading complex|DNA polymerase III, proof-reading subcomplex|DNA polymerase III, proofreading subcomplex
go:0043846	MNXC1	DNA polymerase III, DnaX complex|DNA polymerase III, DnaX subcomplex|DNA polymerase III, clamp loader complex
go:0043847	MNXC1	DNA polymerase III, DnaX complex, chi/psi subcomplex|DNA polymerase III, clamp loader chi/psi subcomplex
go:0043850	MNXC1	RecFOR complex
go:0043853	MNXC1	methanol-CoM methyltransferase complex|methanol:coenzyme M methyltransferase complex|methanol:CoM methyltransferase complex|methanol: CoM methyltransferase complex|methanol: coenzyme M methyltransferase complex|methanol-coenzyme M methyltransferase complex
go:0043913	MNXC1	chromosome segregation-directing complex|chromosome segregation directing complex|longitudinal peptidoglycan synthesis-directing complex
go:0044084	MNXC2	host cell membrane pore complex|pore complex in host cell membrane
go:0044094	MNXC2	host cell nuclear part
go:0044095	MNXC2	host cell nucleoplasm
go:0044096	MNXC1	type IV pilus|TFP|type 4 pilus|type IV fimbriae
go:0044099	MNXC1	polar tube
go:0044100	MNXC1	sporoplasm
go:0044155	MNXC2	host caveola
go:0044156	MNXC2	host cell junction
go:0044157	MNXC2	host cell projection
go:0044158	MNXC2	host cell wall
go:0044159	MNXC2	host thylakoid
go:0044160	MNXC2	host thylakoid membrane
go:0044161	MNXC2	host cell cytoplasmic vesicle
go:0044162	MNXC2	host cell cytoplasmic vesicle membrane
go:0044163	MNXC2	host cytoskeleton
go:0044164	MNXC2	host cell cytosol|host cytosol
go:0044165	MNXC2	host cell endoplasmic reticulum|host endoplasmic reticulum
go:0044166	MNXC2	host cell endoplasmic reticulum lumen|host endoplasmic reticulum lumen
go:0044167	MNXC2	host cell endoplasmic reticulum membrane|host endoplasmic reticulum membrane
go:0044168	MNXC2	host cell rough endoplasmic reticulum|host rough endoplasmic reticulum
go:0044169	MNXC2	host cell rough endoplasmic reticulum membrane|host rough endoplasmic reticulum membrane
go:0044170	MNXC2	host cell smooth endoplasmic reticulum|host smooth endoplasmic reticulum
go:0044171	MNXC2	host cell smooth endoplasmic reticulum membrane|host smooth endoplasmic reticulum membrane
go:0044172	MNXC2	host cell endoplasmic reticulum-Golgi intermediate compartment|host cell ER-Golgi intermediate compartment|host ER-Golgi intermediate compartment
go:0044173	MNXC2	host cell endoplasmic reticulum-Golgi intermediate compartment membrane|host endoplasmic reticulum-Golgi intermediate compartment membrane|host ER-Golgi intermediate compartment membrane|host cell ER-Golgi intermediate compartment membrane
go:0044174	MNXC2	host cell endosome|host endosome
go:0044175	MNXC2	host cell endosome membrane|host endosome membrane
go:0044176	MNXC2	host cell filopodium|host filopodium
go:0044177	MNXC2	host cell Golgi apparatus|host Golgi apparatus
go:0044178	MNXC2	host cell Golgi membrane|host Golgi membrane
go:0044184	MNXC2	host cell late endosome
go:0044185	MNXC2	host cell late endosome membrane
go:0044186	MNXC2	host cell lipid particle
go:0044187	MNXC2	host cell lysosome
go:0044188	MNXC2	host cell lysosomal membrane
go:0044189	MNXC2	host cell microsome|host cell microsomal membrane
go:0044190	MNXC2	host cell mitochondrial envelope
go:0044191	MNXC2	host cell mitochondrial membrane
go:0044192	MNXC2	host cell mitochondrial inner membrane
go:0044193	MNXC2	host cell mitochondrial outer membrane
go:0044194	MNXC17	cytolytic granule
go:0044195	MNXC6	nucleoplasmic reticulum|nuclear channels
go:0044196	MNXC2	host cell nucleolus
go:0044199	MNXC2	host cell nuclear envelope
go:0044200	MNXC2	host cell nuclear membrane
go:0044201	MNXC2	host cell nuclear inner membrane
go:0044202	MNXC2	host cell nuclear outer membrane
go:0044203	MNXC2	host cell nuclear lamina
go:0044204	MNXC2	host cell nuclear matrix
go:0044207	MNXC3	translation initiation ternary complex|translation initiation (ternary) complex
